chroma_stft_mean,spectral_centroid_mean,spectral_bandwidth_mean,rolloff_mean,zcr_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,label_int,label_str,binary_label,tonnetz_1_mean,tonnetz_2_mean,tonnetz_3_mean,tonnetz_4_mean,tonnetz_5_mean,tonnetz_6_mean,chroma_cqt_mean,chroma_cqt_std
0.34155446,1639.130253746957,1970.218618959844,3373.916415660968,0.0667250221171718,-164.04547,119.85498,-5.7616653,16.84298,1.8331064,4.156789,-1.5013003,2.1584609,-3.296514,-0.048432626,-2.5970876,1.3853035,-1.3774081,15,D#/Eb minor,minor,-0.0957889439495886,0.0021285435424446,0.0575324509724344,-0.2193608879519863,-0.1418169939799909,0.0329704561534302,0.2744398415088653,0.3249454498291015
0.39704198,1707.4850046963495,2145.655989064022,3730.572302476415,0.0688579220013477,-124.30004,118.93248,7.369866,27.587595,-9.2359295,1.4790193,-8.649526,-2.914638,-11.968812,-5.2585006,-9.535124,-1.8200713,-8.303267,5,F major,major,0.0529450155813913,-0.1096554632707551,0.0177694419286484,0.0497516574045795,0.0021097412756566,-0.017361007683574,0.5329810380935669,0.2359612882137298
0.3255085,1962.218074020093,1948.352874817321,3893.1543670395167,0.1060170431737154,-226.40556,101.493866,-27.090546,51.82492,12.686299,-6.7952337,-3.457388,-10.044534,-9.497992,-8.607551,-17.985027,4.728925,-9.83619,2,D major,major,0.1022287780114665,-0.0001675131573077,0.1613085319425568,-0.0088427156277395,0.075057032543732,-0.0591895294087327,0.3538140952587127,0.295768678188324
0.31439042,1262.820970874459,1487.1223180271047,2341.993313477992,0.0649251421234443,-209.07256,146.70355,-19.422161,4.719754,-3.0723653,-13.779971,-9.872264,-3.3874187,-13.45011,-6.6848454,-7.7216234,-6.3509088,-6.677657,3,D#/Eb major,major,-0.1123503323367818,0.180968927292749,0.03622534312524,-0.0357522295594229,0.0433425766911901,0.0073698827067906,0.4139100909233093,0.2704418301582336
0.34154648,2101.4521208400115,2390.4429005181346,4619.743355988078,0.0765720962789017,-170.8535,92.17173,3.8630998,26.851883,-2.020572,6.193867,2.7781725,4.082301,-8.3505,7.400587,-7.6017623,0.21518293,-2.7092128,19,G minor,minor,0.0409431404900371,0.0544273573535063,0.0001313296625808,-0.0675363847027625,0.0289222757155848,-0.0237389871644695,0.4501896202564239,0.27936851978302
0.24556023,1379.3838806409733,1866.2014120735964,2533.2355975699606,0.0566633035967148,-209.58041,107.13403,6.190736,8.260215,-20.335228,-21.619883,-27.98825,-13.093246,-30.823553,-21.153183,-19.788086,-15.666961,-20.661247,7,G major,major,0.2213935789111455,-0.1806134637158231,0.3022723833947315,-0.0980129829351077,-0.1242342817184904,-0.0796641672060141,0.2822535037994385,0.2975108325481415
0.46035188,2930.7292786128496,2674.530866680311,6058.104053748108,0.1641420498576268,56.040466,71.14132,-11.958951,15.162051,4.9641657,1.3088278,-4.8814096,8.511811,2.2898629,4.9684415,0.6143965,3.533327,-4.27226,4,E major,major,-0.0871756019927933,0.0320521626631355,0.0398154154094755,-0.0261294076162128,0.0174838898666716,0.0112820379250097,0.5418004393577576,0.2360236346721649
0.36590263,1505.1620619566816,1882.34642765611,3166.0659813769685,0.0536842326415889,-77.30829,125.57505,-15.871124,46.024532,5.536678,10.582123,-2.707865,3.8414917,-6.187601,0.29355898,-3.0581398,-0.027366785,-4.0973372,5,F major,major,0.0794331315868957,0.2486893582804792,-0.0222231479233672,0.0223396364080621,0.014620883762507,0.0314188675294278,0.3696995675563812,0.2875000834465027
0.4175495,2015.6422295113607,2188.8362145055394,4241.151624731433,0.0821843984495254,-104.455154,102.028694,-7.1613536,30.979105,3.082663,9.923376,-1.6550928,5.9884777,-3.5681326,4.794602,-0.2654608,0.30648294,-2.6923454,14,D minor,minor,0.0667191526617641,0.0331698968244971,-0.0150819312808767,-0.0713740456953106,-0.0144380160882456,-0.0143016073485263,0.5421420335769653,0.2276697009801864
0.4877705,2142.58414795105,2476.259199884027,4772.0129712135,0.0604206620298359,-111.64277,90.028206,14.065067,26.722704,5.0226903,14.934108,2.3000696,10.662294,2.4787579,8.335221,0.8508627,4.190046,2.475241,6,F#Gb major,major,-0.051585720782487,-0.1189601583069129,0.0605046899782572,0.0285762406409153,-0.0038369863919023,-0.0008368718003535,0.4013326466083526,0.3178313672542572
0.29957017,1451.2671241385274,1831.4415686274529,2802.650712376876,0.0637744931008318,-150.54524,137.07335,-1.2490555,13.597511,-1.5471698,6.3125806,-9.310051,3.1661153,-7.8450627,3.759219,-0.7263634,-0.83689886,-1.4743881,19,G minor,minor,-0.0606625819119168,0.2959756464503361,-0.1428989712654777,-0.0963399413347888,-0.0444658079795746,-0.0302517788230459,0.345331072807312,0.2909884452819824
0.27243057,1267.0673398653012,1826.0130865042784,2427.664422061193,0.0466460587913424,-203.71817,135.54787,11.9677725,17.305574,2.093562,5.302957,-8.506545,-5.894273,-14.222882,-2.7309232,-6.968899,-3.0565014,-7.4326415,7,G major,major,0.2051945034144872,0.1940721614591506,0.2248350871387893,-0.149067868456113,0.0214741661314533,-0.0665883244864448,0.3138785064220428,0.2808341085910797
0.40260962,2870.7945072131783,2778.367381743938,6281.318006123582,0.1236979166666666,-25.171782,66.99007,-0.8957201,19.53459,0.15128392,12.729484,-2.7843246,5.2883377,2.643411,6.5235014,-2.0785112,5.4392924,0.0532579,21,A minor,minor,0.1765577712061494,0.0614335206213857,-0.0492453078532673,0.0486914373254583,0.0147352972937393,-0.0026660667035811,0.4909031093120575,0.259112000465393
0.37955514,2853.366457888152,2880.3947214986783,6413.534575254977,0.1050166487022272,-53.68853,69.083206,9.444521,18.666822,-0.37665403,7.2332463,-1.9618055,4.669639,-0.5773679,2.2716904,-2.7081783,1.8916404,1.3120441,20,G#/Ab minor,minor,-0.0972492849953457,-0.0815289826982193,0.0654291789978741,0.1658744323227343,-0.0089541533878526,-0.0166581768513127,0.3740489780902862,0.2444964200258255
0.3585964,3032.7481657487656,2922.316194935503,6681.1096024186645,0.1294640309034572,-51.76607,60.79655,6.9130893,18.733673,1.3650459,6.5784574,-3.257402,2.298859,0.563863,5.1951523,0.20918848,3.483849,1.2518616,10,A#/Bb major,major,-0.0264312035649058,0.2952841632890303,-0.0777942655813865,-0.1387017477397135,0.0055518528942651,-0.035719938764518,0.2675831913948059,0.2616739869117737
0.40598196,2826.9599023254905,2732.1873152400867,6006.644969315587,0.1090092846118064,-66.119225,52.80682,-6.2113748,32.848923,9.722229,2.3804832,0.11581509,10.797329,-1.0011297,-0.123260565,-2.5111415,1.7062286,-4.9695044,13,C#/Db minor,minor,0.05952591048318,-0.2976504789814814,-0.231084081517254,0.2061612129863436,0.1005172557669608,-0.0423979733227695,0.201321542263031,0.2717759609222412
0.31848815,1654.298201042765,2063.0307674152946,3386.4758230220377,0.0786825249879576,-137.36467,108.34837,-4.364844,27.176851,8.437373,14.768876,0.054925572,1.476856,-2.3610275,-3.6560924,-5.7036595,-2.2927136,-2.3988495,0,C major,major,0.2709561387886129,0.0816831089343255,0.0035528747335474,0.0802394315572723,0.0244626137279221,0.006134799879845,0.3275087177753448,0.2792598605155945
0.3290479,1093.2482835454225,1667.078280231499,2289.213846785776,0.0316334552514425,-223.53096,143.78563,16.489061,31.11927,-1.4268198,19.529844,-1.5378083,5.745129,-4.217606,4.2386785,-3.5638332,2.532538,-4.5304527,19,G minor,minor,0.0108519287609698,0.1871362918992648,0.1990389843629594,-0.0947083170606151,0.0465963807180305,-0.0141054280954019,0.2711492478847503,0.2775432765483856
0.25640845,413.7185923840288,789.4882536973487,565.537571262669,0.0202779683980855,-508.55814,123.74451,66.885735,40.687702,25.606102,13.001104,4.252298,5.792642,4.8308043,2.3100553,0.5734271,-3.6686172,-8.14902,0,C major,major,0.1424775268202026,0.3480740932534995,0.1216480578636741,0.2221443502705435,0.0694441985560424,-0.0513882665598117,0.2410523742437362,0.2966979146003723
0.3922314,1588.9207673761932,2015.9319058249785,3422.4447002570023,0.0552368891537544,-185.14423,119.8216,4.370824,30.200212,2.4556208,11.705383,-7.0956655,9.163714,-4.173136,0.57075,-6.796009,5.0706673,-1.443093,17,F minor,minor,-0.1416597814792525,0.0737372683860296,0.1002541404016861,0.0482141307780834,-0.0124825784144133,0.0630463453082362,0.4511214792728424,0.2695119678974151
0.22991009,581.7201602018454,858.3629275369562,901.1104170303772,0.0312445443435754,-343.21835,185.43207,23.708239,10.992519,10.576919,2.0734143,-6.473967,-4.1627264,-5.110561,-6.725176,-14.797249,-13.014682,-4.9655747,2,D major,major,0.2904437858170188,-0.1433576075967854,-0.0398772090888335,-0.2302225756404027,-0.0107344960140991,0.0643260976266783,0.2801214754581451,0.3065471351146698
0.18896262,733.0666400619373,689.2852837296853,1205.6077921700744,0.0569800621514869,-330.24734,190.70267,-10.241846,-16.823229,10.169851,-7.739559,-7.1169295,-1.2382405,-6.7241173,-8.466342,-4.6674547,-1.7048657,-4.764363,23,B minor,minor,0.245599765344941,-0.1777824140416506,-0.1232597853468702,-0.1481397563873504,0.0461845082372239,0.0324417886610887,0.2242123037576675,0.2905623614788055
0.23347414,904.3609470241444,1380.0670049885318,1642.1589145998985,0.0548595300557815,-331.39188,128.66673,17.141748,14.071331,12.908571,16.226748,15.884627,10.979238,1.5934792,-2.0627625,0.6976723,-6.0614743,-9.5045395,0,C major,major,0.032905314417275,0.4745200140384938,-0.0451981389890542,0.2612507755206828,-0.0134178068663588,0.0352563578765706,0.1852126121520996,0.2799729406833648
0.37850398,708.7538495032547,1002.698975561968,1618.0941513226674,0.0350335791448015,-320.4852,164.14734,22.104145,15.519669,50.254406,60.27794,20.024551,3.2836154,9.432717,-1.6339695,-18.002434,-13.252068,-2.2752328,16,E minor,minor,0.3644183791051717,-0.0054788272571031,0.0640044903591059,-0.0139056750881931,-0.0463967968033258,-0.0073528320356916,0.273268848657608,0.2819695472717285
0.31232512,681.0802325146689,884.8650233545383,1284.1919788468915,0.0348976820318495,-327.3796,146.51436,-0.8045045,12.892218,22.250887,6.6059155,5.885123,6.623547,2.0886688,1.3509127,2.4328785,3.661077,5.7907133,17,F minor,minor,-0.2626193598905182,0.4158161568053672,-0.2863485755761195,0.1494105875698767,-0.1409834245656603,-0.0003094650353603,0.1872927397489547,0.2837894856929779
0.42487454,2119.874100470231,2108.329354138881,4242.419186865487,0.1065759581240756,-27.18515,98.98951,-25.748486,50.986877,3.1141238,6.2104225,-0.9381639,-5.3929973,0.39115328,2.6803203,-7.3542576,3.5490549,-7.7107697,12,C minor,minor,-0.0117827514361293,0.0919646716062125,0.0196619695039531,0.059537176505862,0.0126779293519174,0.0017154327274439,0.5383608341217041,0.2408431470394134
0.34661406,1577.8939434641595,1991.107673232619,3431.279626053371,0.0631415686446629,-80.46396,123.00117,-1.417665,44.045094,11.26406,6.4362354,3.2626905,-7.0886374,-7.8353434,3.4002345,-9.5742235,-1.21433,-4.132006,19,G minor,minor,0.1333681565782193,0.251648247836333,0.0913697318800879,-0.1157989054031933,0.0010407483883671,-0.0881287922317199,0.3786613643169403,0.2705122232437134
0.38813803,2213.9148248165875,2238.902196762479,4448.897519610033,0.1059688832398627,-152.08626,105.72111,8.996835,7.595934,-5.1706877,15.195941,5.929389,3.481174,-3.509976,4.2652063,-3.332036,-0.5572455,-4.872494,4,E major,major,-0.0003251044701093,0.0094286532869651,-0.0058860204622723,-0.0148372837863761,-0.014099780007956,0.0018649988339914,0.7939267754554749,0.1333329528570175
0.3722375,1372.187693889928,1765.8890840335944,2597.9871805003613,0.052546965317919,-243.31207,127.35313,6.553459,25.982681,6.428165,-9.000638,-8.163359,-4.5170183,-12.898352,-2.8425293,-7.8262467,1.3069203,5.3313413,10,A#/Bb major,major,-0.1062484941567718,0.185679117573345,-0.0970575324539633,-0.0844121024497069,-0.0220022303570351,-0.0392867502825054,0.3292373120784759,0.2962839901447296
0.3181657,1200.8344367537454,1608.259580129672,2340.7371662906885,0.0494548991702342,-186.99815,143.71692,-3.2608538,25.06982,-16.814957,0.82462585,-6.8286433,-4.5042334,-10.111153,-6.378955,-9.5606575,-8.536382,-10.708106,9,A major,major,0.1652922950571913,-0.1284995998308125,-0.1280080946940608,0.0398245979409176,-0.0071005369095496,0.0588062645439637,0.3433908522129059,0.2763782143592834
0.36440453,1639.0127090396463,1940.1195622694847,3334.604192210893,0.069388706494149,-138.62044,124.53623,-8.810522,14.674356,5.6745415,14.103219,1.2058054,9.924114,-3.5074415,7.8521485,-6.823079,1.410206,-7.4671187,6,F#Gb major,major,-0.0957680907245628,-0.0176721412641902,-0.1007317403891749,0.0286916004763627,0.0350462900102925,-0.0071717427320131,0.4576952159404754,0.2790288627147674
